Date,Time,Age,ISBN,Title,Authors,Line Type,Sale/Order ID,Condition,Section,Location,Binding,Publisher,Source,Event,Quantity,Unit,Credit Used,Discount,Extended,Cost,Credit,Cash,Store Rem.,Chain Rem.,On Order,Sale Type,Register,Barcode,Customer
2026-02-28,8:57 PM,"1,107 days",9781590172735,Names on the Land: A Historical Account of Place-Naming in the United States (New York Review Books Classics),"Stewart, George R.",Sale,21203,New,History,Floor,Trade Paperback,NYRB Classics, Penguin Random House,,1,$24.95,$0.00,$0.00,$24.95,$12.47,$12.47,$0.00,0,0,0,Sale,CashDrawer1,9789910129544,
2026-02-28,9:02 PM,105 days,281BVP1000945,Making Meaning,"Aboyade, Owolabi",Sale,21204,New,Poetry,Floor,Novelty,AWE Society,Owolabi Aboyade,,1,$15.00,$0.00,$0.00,$15.00,$12.00,$12.00,$0.00,0,0,0,Sale,CashDrawer1,9789910187698,
2026-02-28,9:07 PM,105 days,281BVP1000944,"Lee, Young Lee","Aboyade, Owolabi",Sale,21205,New,Poetry,Floor,New Trade,AWE society,Owolabi Aboyade,,1,$20.00,$0.00,$0.00,$20.00,$16.00,$16.00,$0.00,1,1,0,Sale,CashDrawer1,9789910187681,
2026-02-28,9:11 PM,128 days,9798888903650,Heaven Looks Like Us: Palestinian Poetry,,Sale,21206,New,Poetry,Floor,Trade Paperback,Haymarket Books,Ingram Book Company,,1,$24.95,$0.00,$0.00,$24.95,$13.47,$13.47,$0.00,2,2,0,Sale,CashDrawer1,9789910186264,
2026-02-28,9:11 PM,336 days,9781953387530,What We Tried to Bury Grows Here,"Zabalbeascoa, Julian",Sale,21206,New,Fiction,Floor,Hardcover,Two Dollar Radio,Ingram Book Company,,1,$27.00,$0.00,$0.00,$27.00,$21.60,$21.60,$0.00,0,0,0,Sale,CashDrawer1,9789910178641,
2026-02-28,9:29 PM,51 days,9781646053797,Terror Counter,"Tbakhi, Fargo Nissim",Sale,21207,New,Poetry,Floor,Trade Paperback,Deep Vellum Publishing,Ingram Book Company,,1,$17.95,$0.00,$1.80,$16.15,$9.69,$9.69,$0.00,9,9,0,Sale,CashDrawer1,9789910189210,Leo Kikani
2026-02-28,9:29 PM,855 days,9781904130260,Big-Eyed Afraid,"Dawson, Erica",Sale,21207,Used - Good,Poetry,Floor,Trade Paperback,Between the Lines,Vincent Perrone,,1,$7.00,$0.00,$0.70,$6.30,$3.50,$3.50,$0.00,0,0,0,Sale,CashDrawer1,9789910149498,Leo Kikani
2026-02-28,9:29 PM,268 days,9781937658731,Some Beheadings,"Machado, Aditi",Sale,21207,New,Poetry,Floor,Trade Paperback,Nightboat Books,Ingram Book Company,,1,$15.95,$0.00,$1.60,$14.35,$8.61,$8.61,$0.00,1,1,0,Sale,CashDrawer1,9789910181368,Leo Kikani
2026-02-28,9:29 PM,379 days,9780811230346,Wrong Norma,"Carson, Anne",Sale,21207,New,Poetry,Floor,Trade Paperback,New Directions, Norton,,1,$17.95,$0.00,$1.80,$16.15,$9.98,$9.98,$0.00,1,1,0,Sale,CashDrawer1,9789910176432,Leo Kikani
2026-02-28,9:44 PM,51 days,9798987589014,An Arbitrary Formation of Unspecified Value,"Quartararo, Jennifer",Sale,21208,New,Essays,Floor,Trade Paperback,BUNNY,Bunny Presse,,1,$17.00,$0.00,$1.70,$15.30,$10.20,$10.20,$0.00,3,3,0,Sale,CashDrawer1,9789910189173,Leo Kikani
2026-02-28,9:44 PM,29 days,9781952897115,Flee,"Walds, Calvin",Sale,21208,New,Poetry,Floor,Trade Paperback,Split/Lip Press,Ingram Book Company,,1,$12.00,$0.00,$1.20,$10.80,$9.00,$9.00,$0.00,0,0,0,Sale,CashDrawer1,9789910190384,Leo Kikani
2026-02-28,10:09 PM,51 days,9798987589014,An Arbitrary Formation of Unspecified Value,"Quartararo, Jennifer",Sale,21209,New,Essays,Floor,Trade Paperback,BUNNY,Bunny Presse,,1,$17.00,$0.00,$0.00,$17.00,$10.20,$10.20,$0.00,3,3,0,Sale,CashDrawer1,9789910189173,
2026-02-28,10:09 PM,105 days,9781949944730,Freeland,"Sugar, Leigh",Sale,21209,New,Poetry,Floor,Trade Paperback,Alice James Books,Leigh Sugar,,1,$24.95,$0.00,$0.00,$24.95,$19.96,$19.96,$0.00,3,3,0,Sale,CashDrawer1,9789910187704,
2026-02-28,10:09 PM,51 days,9781637680384,Queer Nature: A Poetry Anthology,,Sale,21209,New,Poetry,Floor,Trade Paperback,Autumn House Press,Ingram Book Company,,1,$26.95,$0.00,$0.00,$26.95,$14.55,$14.55,$0.00,1,1,0,Sale,CashDrawer1,9789910189296,
2026-03-01,2:17 PM,"1,540 days",9780140505603,Where the Buffaloes Begin (Picture Puffins),"Baker, Olaf",Sale,21210,Used - Good,Children's,Floor,Trade Paperback,Puffin,Eric Anderson,,1,$4.00,$0.00,$0.00,$4.00,$2.00,$2.00,$0.00,0,0,0,Sale,CashDrawer1,9789910091452,Bridget Quinn
2026-03-01,2:17 PM,996 days,9780399237324,"Thank You, Mr. Falker","Polacco, Patricia",Sale,21210,Used - Good,Children's,Floor,Hardcover,Philomel,Phil Leslie,,1,$2.00,$0.00,$0.00,$2.00,$0.40,$0.40,$0.00,0,0,0,Sale,CashDrawer1,9789910139017,Bridget Quinn
2026-03-01,2:44 PM,506 days,9780593842751,DK Super Readers Level 1 Big Trucks (Arabic Translation),"DK,",Sale,21211,New,Children's - Foreign Language,Floor,Trade Paperback,DK Publishing (Dorling Kindersley), Penguin Random House,,1,$4.99,$0.00,$0.00,$4.99,$2.49,$2.49,$0.00,0,0,0,Sale,CashDrawer1,9789910170096,
2026-03-01,2:44 PM,100 days,9781534452824,Silly Lullaby,"Boynton, Sandra",Sale,21211,New,Children's,Floor,Board,Boynton Bookworks,Ingram Book Company,,1,$6.99,$0.00,$0.00,$6.99,$4.19,$4.19,$0.00,0,0,0,Sale,CashDrawer1,9789910187988,
2026-03-01,4:10 PM,127 days,9781644450147,Postcolonial Love Poem,"Diaz, Natalie",Sale,21212,New,Poetry,Floor,Trade Paperback,Graywolf,Ingram Book Company,,1,$17.00,$0.00,$0.00,$17.00,$10.20,$10.20,$0.00,1,1,0,Sale,CashDrawer1,9789910186448,
2026-03-01,4:26 PM,52 days,9780345538994,Lost World,"Crichton, Michael",Sale,21213,New,Fiction,Floor,Mass Market Paperback,Ballantine Books,Ingram Book Company,,1,$10.99,$0.00,$1.10,$9.89,$6.59,$6.59,$0.00,2,2,0,Sale,CashDrawer1,9789910189425,Patience Young
2026-03-01,4:26 PM,52 days,9781560252481,Requiem for a Dream,"Selby, Hubert",Sale,21213,New,Fiction,Floor,Trade Paperback,Da Capo Press,Ingram Book Company,,1,$21.99,$0.00,$2.20,$19.79,$14.07,$14.07,$0.00,1,1,0,Sale,CashDrawer1,9789910189463,Patience Young
2026-03-01,4:30 PM,"1,996 days",11118,Community-Supporter Membership,,Sale,21214,New,Branded Merchandise,Floor,,,,,1,$25.00,$0.00,$0.00,$25.00,$11.50,$11.50,$0.00,0,0,0,Sale,CashDrawer1,9789910072826,Reid Ebels
2026-03-01,4:30 PM,52 days,9798987589014,An Arbitrary Formation of Unspecified Value,"Quartararo, Jennifer",Sale,21214,New,Essays,Floor,Trade Paperback,BUNNY,Bunny Presse,,1,$17.00,$0.00,$1.70,$15.30,$10.20,$10.20,$0.00,3,3,0,Sale,CashDrawer1,9789910189173,Reid Ebels
2026-03-01,4:30 PM,71 days,11242,Book Suey T-shirt 2025 Supply,,Sale,21214,New,Branded Merchandise,Floor,,,,,1,$20.00,$0.00,$20.00,$0.00,$0.00,$14.28,$0.00,30,30,0,Sale,CashDrawer1,9789910188664,Reid Ebels
2026-03-01,4:48 PM,"1,996 days",11118,Community-Supporter Membership,,Sale,21215,New,Branded Merchandise,Floor,,,,,1,$25.00,$0.00,$0.00,$25.00,$11.50,$11.50,$0.00,0,0,0,Sale,CashDrawer1,9789910072826,Jackie Culler
2026-03-01,4:48 PM,63 days,11247,2025 Book Suey Mug lime green,,Sale,21215,New,Branded Merchandise,Floor,,, Book Suey,,1,$15.00,$0.00,$15.00,$0.00,$8.75,$8.75,$0.00,27,27,0,Sale,CashDrawer1,9789910188701,Jackie Culler
2026-03-01,6:46 PM,42 days,9780345538987,Jurassic Park,"Crichton, Michael",Sale,21216,New,Fiction,Floor,Mass Market Paperback,Ballantine Books, Penguin Random House,,1,$10.99,$0.00,$0.00,$10.99,$5.50,$5.50,$0.00,0,0,0,Sale,CashDrawer1,9789910189739,
2026-03-01,6:46 PM,52 days,9780345538994,Lost World,"Crichton, Michael",Sale,21216,New,Fiction,Floor,Mass Market Paperback,Ballantine Books,Ingram Book Company,,1,$10.99,$0.00,$0.00,$10.99,$6.59,$6.59,$0.00,2,2,0,Sale,CashDrawer1,9789910189425,
2026-03-01,7:15 PM,193 days,281BVP1000924,The Fountainhead,Ayn Rand,Sale,21217,Used - Good,Fiction,Floor,Mass Market Paperback,,Riley Rinnan,,1,$2.00,$0.00,$0.00,$2.00,$2.00,$2.00,$0.00,0,0,0,Sale,CashDrawer1,9789910184598,
2026-03-01,7:15 PM,"2,983 days",9780446675789,Parable of the Talents,"Butler, Octavia E.",Sale,21217,New,Science Fiction & Fantasy,Floor,Trade Paperback,Grand Central Publishing, Baker & Taylor,,1,$16.00,$0.00,$0.00,$16.00,$9.12,$9.12,$0.00,0,0,0,Sale,CashDrawer1,9789910016189,
2026-03-01,7:20 PM,52 days,9781538732199,Parable of the Talents (Earthseed Books),"Butler, Octavia E.",Sale,21218,New,Fiction,Floor,Trade Paperback,Grand Central Publishing,Ingram Book Company,,1,$19.99,$0.00,$0.00,$19.99,$11.99,$11.99,$0.00,1,1,0,Sale,CashDrawer1,9789910189432,
2026-03-01,7:31 PM,232 days,9780060959494,Salvation: Black People and Love,"hooks, bell",Sale,21219,New,Non-Fiction,Floor,Trade Paperback,William Morrow Paperbacks,Ingram Book Company,,1,$17.99,$0.00,$0.00,$17.99,$10.79,$10.79,$0.00,0,0,0,Sale,CashDrawer1,9789910183874,
2026-03-01,7:43 PM,371 days,9780979118944,Adorno's Noise,"Harryman, Carla",Sale,21220,New,Essays,Archive,Trade Paperback,Essay Press,Asterism Books,,1,$18.00,$0.00,$0.00,$18.00,$9.94,$9.94,$0.00,1,1,0,Sale,CashDrawer1,9789910177033,
2026-03-05,6:12 PM,0 days,9780670533282,Ox-Cart Man,"Hall, Donald",Sale,21221,New,Children's,Floor,Hardcover,Viking Books for Young Readers,Ingram Book Company,,1,$18.99,$0.00,$2.85,$16.14,$11.39,$11.39,$0.00,1,1,0,Sale,CashDrawer1,9789910191411,Michele Zimmerman
2026-03-05,6:12 PM,0 days,9780399222313,Thunder Cake,"Polacco, Patricia",Sale,21221,New,Children's,Floor,Hardcover,Philomel Books,Ingram Book Company,,1,$18.99,$0.00,$2.85,$16.14,$11.39,$11.39,$0.00,0,0,0,Sale,CashDrawer1,9789910191374,Michele Zimmerman
2026-03-05,6:12 PM,0 days,9780399222313,Thunder Cake,"Polacco, Patricia",Sale,21221,New,Children's,Floor,Hardcover,Philomel Books,Ingram Book Company,,1,$18.99,$0.00,$2.85,$16.14,$11.39,$11.39,$0.00,0,0,0,Sale,CashDrawer1,9789910191374,Michele Zimmerman
2026-03-05,6:12 PM,0 days,9780399222313,Thunder Cake,"Polacco, Patricia",Sale,21221,New,Children's,Floor,Hardcover,Philomel Books,Ingram Book Company,,1,$18.99,$0.00,$2.85,$16.14,$11.39,$11.39,$0.00,0,0,0,Sale,CashDrawer1,9789910191374,Michele Zimmerman
2026-03-05,6:12 PM,34 days,9798899750212,Streetlamp Nautilus,"Batsios, Catharine",Sale,21221,New,Poetry,Floor,Trade Paperback,Luchador Press,Ingram Book Company,,1,$13.00,$0.00,$1.95,$11.05,$7.80,$7.80,$0.00,1,1,0,Sale,CashDrawer1,9789910190407,Michele Zimmerman
2026-03-06,6:09 PM,310 days,9781401308278,Shopgirl: A Novella,"Martin, Steve",Sale,21222,Used - Very Good,Fiction,Floor,Trade Paperback,Grand Central Publishing, Book Suey,,1,$5.98,$0.00,$0.00,$5.98,$5.98,$5.98,$0.00,0,0,0,Sale,CashDrawer1,9789910179754,
2026-03-06,6:11 PM,47 days,9781590172681,The Summer Book (New York Review Books Classics),"Jansson, Tove",Sale,21223,New,Fiction,Floor,Trade Paperback,NYRB Classics, Penguin Random House,,1,$15.95,$0.00,$0.00,$15.95,$7.98,$7.98,$0.00,1,1,0,Sale,CashDrawer1,9789910189715,
2026-03-06,6:11 PM,34 days,9780805037586,Mason  & Dixon,"Pynchon, Thomas",Sale,21223,Used - Good,Fiction,Floor,Hardcover,Henry Holt  & Company,Rey Hinojosa,,1,$10.00,$0.00,$0.00,$10.00,$5.00,$5.00,$0.00,0,0,0,Sale,CashDrawer1,9789910190568,
2026-03-06,6:12 PM,1 days,9781534355330,Saga Volume 12,"Vaughan, Brian K",Sale,21224,New,Graphic Novels & Comics,Floor,Trade Paperback,Image Comics,Ingram Book Company,,1,$16.99,$0.00,$4.25,$12.74,$10.19,$10.19,$0.00,1,1,0,Sale,CashDrawer1,9789910191381,Catharine  Batsios
2026-03-06,6:19 PM,1 days,9781682689912,"Matchy Matchy Sewing Book: Flexible, Fun, and Satisfying Sewing Projects Using Simple Shapes","Gonzales, Amy,Kuo, Theresa",Sale,21225,New,3x4 Notebook,Floor,Trade Paperback,Countryman Press,Ingram Book Company,,1,$27.99,$0.00,$7.00,$20.99,$16.79,$16.79,$0.00,0,0,0,Sale,CashDrawer1,9789910191435,Sydney Stabler
2026-03-06,6:27 PM,62 days,9781646860982,I Like the Rain,"Nelson, Sarah",Sale,21226,Used - Like New,Children's,Floor,Hardcover,Barefoot Books, Book Suey,,1,$5.00,$0.00,$1.25,$3.75,$5.00,$5.00,$0.00,0,0,0,Sale,CashDrawer1,9789910188879,Colin Colter
2026-03-06,6:38 PM,926 days,9780814349571,"The Spook Who Sat by the Door, Second Edition (African American Life Series)","Greenlee, Sam",Sale,21227,New,Fiction,Floor,Trade Paperback,Wayne State University Press,Ingram Book Company,,1,$19.99,$0.00,$0.00,$19.99,$11.99,$11.99,$0.00,0,0,0,Sale,CashDrawer1,9789910145339,
2026-03-06,6:39 PM,377 days,9780253218414,"Soviet and Kosher: Jewish Popular Culture in the Soviet Union, 1923-1939","Shternshis, Anna",Sale,21228,Used - Good,Non-Fiction,Floor,Trade Paperback,Indiana University Press, Book Suey,,1,$13.00,$0.00,$0.00,$13.00,$13.00,$13.00,$0.00,0,0,0,Sale,CashDrawer1,9789910176722,
2026-03-06,7:04 PM,"1,063 days",9780679721888,The Woman Warrior: Memoirs of a Girlhood Among Ghosts,"Kingston, Maxine Hong",Sale,21229,Used - Good,Memoir,Floor,Trade Paperback,Vintage,Vincent Perrone,,1,$6.00,$0.00,$0.00,$6.00,$3.00,$3.00,$0.00,0,0,0,Sale,CashDrawer1,9789910133282,Aidan Pope
2026-03-06,7:15 PM,315 days,9780593317600,Dream Hotel,"Lalami, Laila",Sale,21230,New,Science Fiction & Fantasy,Floor,Hardcover,Pantheon Books, Penguin Random House,,1,$29.00,$0.00,$0.00,$29.00,$14.50,$14.50,$0.00,1,1,0,Sale,CashDrawer1,9789910179358,
2026-03-06,8:08 PM,1 days,9798893310597,"Captain's Dinner: A Shipwreck, an Act of Cannibalism, and a Murder Trial That Changed Legal History","Cohen, Adam",Sale,21231,New,3x4 Notebook,Floor,Hardcover,Authors Equity,Ingram Book Company,,1,$32.00,$0.00,$3.20,$28.80,$19.20,$19.20,$0.00,0,0,0,Sale,CashDrawer1,9789910191497,Ivan Wolyniec
2026-03-06,8:45 PM,35 days,9780853459910,Open Veins of Latin America: Five Centuries of the Pillage of a Continent,"Galeano, Eduardo",Sale,21232,New,History,Floor,Trade Paperback,Monthly Review Press,Ingram Book Company,,1,$22.00,$0.00,$0.00,$22.00,$13.20,$13.20,$0.00,0,0,0,Sale,CashDrawer1,9789910190490,
2026-03-07,2:44 PM,42 days,9781250251091,How to Hide an Empire: A History of the Greater United States,"Immerwahr, Daniel",Sale,21233,New,Non-Fiction,Floor,Trade Paperback,Picador,Ingram Book Company,,1,$23.00,$0.00,$0.00,$23.00,$13.80,$13.80,$0.00,0,0,0,Sale,CashDrawer1,9789910189982,
2026-03-07,2:44 PM,526 days,9781574231441,Butcher's Apron: New  & Selected Poems,"Wakoski, Diane",Sale,21233,New,Poetry,Floor,Trade Paperback,Black Sparrow Press,Ingram Book Company,,1,$17.95,$0.00,$0.00,$17.95,$9.69,$9.69,$0.00,0,0,0,Sale,CashDrawer1,9789910169557,
2026-03-07,4:12 PM,0 days,9780691253534,What Would You Do Alone in a Cage with Nothing But Cocaine?: A Philosophy of Addiction,"Pickard, Hanna",Sale,21234,New,Social Sciences,Floor,Hardcover,Princeton University Press,Ingram Book Company,,1,$29.95,$0.00,$7.49,$22.46,$23.96,$23.96,$0.00,0,0,0,Sale,CashDrawer1,9789910191633,Avery Shelton
2026-03-07,6:04 PM,58 days,9781574232554,Dancing on the Grave of a Son of a Bitch: The Complete Motorcycle Betrayal Poems,"Wakoski, Diane",Sale,21235,New,Poetry,Floor,Hardcover,Black Sparrow Press,Ingram Book Company,,1,$26.95,$0.00,$2.70,$24.25,$14.55,$14.55,$0.00,0,0,0,Sale,CashDrawer1,9789910189241,Leo Kikani
2026-03-07,7:07 PM,0 days,9798888904602,Understanding Capitalism,"Wolff, Richard D",Sale,21236,New,Social Sciences,Floor,Trade Paperback,Haymarket Books,Ingram Book Company,,1,$18.95,$0.00,$0.00,$18.95,$10.23,$10.23,$0.00,1,1,0,Sale,CashDrawer1,9789910191626,
2026-03-07,7:41 PM,392 days,9780593358818,Rule of Two: Star Wars Legends (Darth Bane),"Karpyshyn, Drew",Sale,21237,New,Science Fiction & Fantasy,Floor,Trade Paperback,Random House Worlds,Ingram Book Company,,1,$18.00,$0.00,$0.00,$18.00,$7.20,$7.20,$0.00,0,0,0,Sale,CashDrawer1,9789910176296,
2026-03-07,7:47 PM,335 days,9781625570161,everything saved will be last,"Pickell, Isaac",Sale,21238,New,Poetry,Floor,Trade Paperback,Black Lawrence Press,Ingram Book Company,,1,$9.95,$0.00,$0.00,$9.95,$7.96,$7.96,$0.00,2,2,0,Sale,CashDrawer1,9789910178788,
2026-03-07,8:27 PM,370 days,9780735224933,"Biased: Uncovering the Hidden Prejudice That Shapes What We See, Think, and Do","Eberhardt, Jennifer L",Sale,21239,Used - Like New,Radical Reads,Floor,Hardcover,Viking,Riley Rinnan,,1,$14.00,$0.00,$0.00,$14.00,$7.00,$7.00,$0.00,0,0,0,Sale,CashDrawer1,9789910177354,
2026-03-07,8:37 PM,941 days,9780740791383,Creepiosity: A Hilarious Guide to the Unintentionally Creepy,"Bickel, David",Sale,21240,Used - Good,Non-Fiction,Floor,Trade Paperback,Andrews McMeel Publishing,Scott Tallenger,,1,$5.00,$0.00,$0.00,$5.00,$1.00,$1.00,$0.00,0,0,0,Sale,CashDrawer1,9789910144301,
2026-03-07,8:39 PM,296 days,9781556596209,The Essential June Jordan,"Jordan, June",Sale,21241,New,Poetry,Floor,Trade Paperback,Copper Canyon Press,Ingram Book Company,,1,$18.00,$0.00,$0.00,$18.00,$9.72,$9.72,$0.00,0,0,0,Sale,CashDrawer1,9789910180705,
2026-03-07,8:44 PM,106 days,9781338673845,Three Billy Goats Gruff,"Barnett, Mac",Sale,21242,New,Children's,Floor,Hardcover,Orchard Books,Ingram Book Company,,1,$18.99,$0.00,$0.00,$18.99,$11.39,$11.39,$0.00,0,0,0,Sale,CashDrawer1,9789910187902,
2026-03-08,4:55 PM,1 days,9780802143006,"Black Skin, White Masks","Fanon, Frantz",Sale,21243,New,Social Sciences,Floor,Trade Paperback,Grove Press,Ingram Book Company,,1,$17.00,$0.00,$0.00,$17.00,$9.18,$9.18,$0.00,0,0,0,Sale,CashDrawer1,9789910191718,Zach Prax
2026-03-08,5:34 PM,243 days,9780375713347,Geek Love: A Novel,"Dunn, Katherine",Sale,21244,New,Fiction,Floor,Trade Paperback,Vintage, Penguin Random House,,1,$18.00,$0.00,$0.00,$18.00,$9.00,$9.00,$0.00,0,0,0,Sale,CashDrawer1,9789910182938,
2026-03-08,5:36 PM,219 days,9781948314022,Waterfront Porch: Reclaiming Detroit's Industrial Waterfront as a Gathering Place for All,"Hartig, John H",Sale,21245,New,Non-Fiction,Floor,Trade Paperback,Greenstone Books,Elijah Sparkman,,1,$5.00,$0.00,$0.00,$5.00,$2.50,$2.50,$0.00,0,0,0,Sale,CashDrawer1,9789910184437,
2026-03-08,5:37 PM,91 days,9781250896704,Map for Falasteen: A Palestinian Child's Search for Home,"Odeh, Maysa",Sale,21246,New,Children's,Floor,Hardcover,Henry Holt  & Company,Ingram Book Company,,1,$19.99,$0.00,$0.00,$19.99,$11.99,$11.99,$0.00,3,3,0,Sale,CashDrawer1,9789910188152,
2026-03-08,5:38 PM,31 days,9780794551872,On the Moon Little Board Book,"Milbourne, Anna",Sale,21247,Used - Like New,Children's,Floor,Board,EDC Publishing / UBAM,Connie Shelton,,1,$2.99,$0.00,$0.00,$2.99,$0.75,$0.75,$0.00,0,0,0,Sale,CashDrawer1,9789910190902,
2026-03-08,5:38 PM,31 days,9781250215994,A is for Awesome!: 23 Iconic Women Who Changed the World,"Chen, Eva",Sale,21247,Used - Very Good,Children's,Floor,Board,Feiwel & Friends,Connie Shelton,,1,$5.99,$0.00,$0.00,$5.99,$1.50,$1.50,$0.00,0,0,0,Sale,CashDrawer1,9789910190780,
2026-03-08,5:42 PM,91 days,9781250896704,Map for Falasteen: A Palestinian Child's Search for Home,"Odeh, Maysa",Sale,21248,New,Children's,Floor,Hardcover,Henry Holt  & Company,Ingram Book Company,,1,$19.99,$0.00,$0.00,$19.99,$11.99,$11.99,$0.00,3,3,0,Sale,CashDrawer1,9789910188152,
2026-03-10,9:32 PM,45 days,9780393356250,Odyssey,"Homer,",Sale,21249,New,Fiction,Floor,Trade Paperback,W. W. Norton & Company,Ingram Book Company,,1,$18.95,$0.00,$0.00,$18.95,$11.37,$11.37,$0.00,1,1,0,Sale,CashDrawer1,9789910189890,
2026-03-10,9:32 PM,59 days,9781571313560,"Braiding Sweetgrass: Indigenous Wisdom, Scientific Knowledge and the Teachings of Plants","Kimmerer, Robin Wall",Sale,21249,New,Non-Fiction,Floor,Trade Paperback,Milkweed Editions,Ingram Book Company,,1,$22.00,$0.00,$0.00,$22.00,$13.20,$13.20,$0.00,1,1,0,Sale,CashDrawer1,9789910189524,
2026-03-12,6:24 PM,95 days,9781250896704,Map for Falasteen: A Palestinian Child's Search for Home,"Odeh, Maysa",Sale,21250,New,Children's,Floor,Hardcover,Henry Holt  & Company,Ingram Book Company,,1,$19.99,$0.00,$5.00,$14.99,$11.99,$11.99,$0.00,3,3,0,Sale,CashDrawer1,9789910188152,Colin Colter
2026-03-12,6:24 PM,53 days,9781682632192,Story Blanket,"Wolff, Ferida,Savitz, Harriet May",Sale,21250,New,Children's,Floor,Trade Paperback,Peachtree Publishers, Penguin Random House,,1,$8.99,$0.00,$2.25,$6.74,$4.50,$4.50,$0.00,0,0,0,Sale,CashDrawer1,9789910189753,Colin Colter
2026-03-12,8:35 PM,267 days,9781250768728,Elder Race,"Tchaikovsky, Adrian",Sale,21251,New,Science Fiction & Fantasy,Floor,Trade Paperback,Tor.com,Ingram Book Company,,1,$15.99,$0.00,$1.60,$14.39,$8.00,$8.00,$0.00,1,1,0,Sale,CashDrawer1,9789910181788,Isabel Allaway
2026-03-12,8:35 PM,"2,007 days",11118,Community-Supporter Membership,,Sale,21251,New,Branded Merchandise,Floor,,,,,1,$25.00,$0.00,$0.00,$25.00,$11.50,$11.50,$0.00,0,0,0,Sale,CashDrawer1,9789910072826,Isabel Allaway
2026-03-12,8:36 PM,74 days,11247,2025 Book Suey Mug lime green,,Sale,21252,New,Branded Merchandise,Floor,,, Book Suey,,1,$15.00,$0.00,$15.00,$0.00,$8.75,$8.75,$0.00,27,27,0,Sale,CashDrawer1,9789910188701,
2026-03-13,7:08 PM,42 days,9781952897115,Flee,"Walds, Calvin",Sale,21253,New,Poetry,Floor,Trade Paperback,Split/Lip Press,Ingram Book Company,,1,$12.00,$0.00,$0.00,$12.00,$9.00,$9.00,$0.00,0,0,0,Sale,CashDrawer1,9789910190384,
2026-03-13,7:08 PM,64 days,9798987589014,An Arbitrary Formation of Unspecified Value,"Quartararo, Jennifer",Sale,21253,New,Essays,Floor,Trade Paperback,BUNNY,Bunny Presse,,1,$17.00,$0.00,$0.00,$17.00,$10.20,$10.20,$0.00,3,3,0,Sale,CashDrawer1,9789910189173,
2026-03-13,7:17 PM,48 days,9780062825247,Rebel Girl: My Life as a Feminist Punk,"Hanna, Kathleen",Sale,21254,New,"Arts, Music & Film",Floor,Trade Paperback,Ecco Press,Ingram Book Company,,1,$19.99,$0.00,$0.00,$19.99,$11.99,$11.99,$0.00,0,0,0,Sale,CashDrawer1,9789910189869,
2026-03-13,7:17 PM,69 days,11249,TPL sticker,The Poetics Lab,Sale,21254,New,Branded Merchandise,Floor,sticker,,the Poetics Lab,,1,$2.00,$0.00,$0.00,$2.00,$1.00,$1.00,$0.00,47,47,0,Sale,CashDrawer1,9789910189128,
2026-03-13,7:17 PM,69 days,11250,TPL magnet,The Poetics Lab,Sale,21254,New,Branded Merchandise,Floor,magnet,,the Poetics Lab,,1,$3.00,$0.00,$0.00,$3.00,$1.50,$1.50,$0.00,23,23,0,Sale,CashDrawer1,9789910189135,
2026-03-13,8:14 PM,0 days,9780887487286,2008,"McCarty, Susan",Sale,21255,New,3x4 Notebook,Floor,Trade Paperback,Carnegie-Mellon University Press,University Press Chicago,,1,$26.00,$0.00,$0.00,$26.00,$14.30,$14.30,$0.00,0,0,0,Sale,CashDrawer1,9789910191916,
2026-03-13,8:14 PM,247 days,9780810148413,Agrippina the Younger: Poems,"Arterian, Diana",Sale,21255,New,Fiction,Floor,Trade Paperback,Curbstone Press,Ingram Book Company,,1,$20.00,$0.00,$0.00,$20.00,$11.60,$11.60,$0.00,4,4,0,Sale,CashDrawer1,9789910183089,
2026-03-13,8:15 PM,0 days,9780887487286,2008,"McCarty, Susan",Sale,21256,New,3x4 Notebook,Floor,Trade Paperback,Carnegie-Mellon University Press,University Press Chicago,,1,$26.00,$0.00,$0.00,$26.00,$14.30,$14.30,$0.00,0,0,0,Sale,CashDrawer1,9789910191916,
2026-03-13,8:17 PM,0 days,9780887487286,2008,"McCarty, Susan",Sale,21257,New,3x4 Notebook,Floor,Trade Paperback,Carnegie-Mellon University Press,University Press Chicago,,1,$26.00,$0.00,$0.00,$26.00,$14.30,$14.30,$0.00,0,0,0,Sale,CashDrawer1,9789910191916,
2026-03-13,8:18 PM,0 days,9780887487286,2008,"McCarty, Susan",Sale,21258,New,3x4 Notebook,Floor,Trade Paperback,Carnegie-Mellon University Press,University Press Chicago,,1,$26.00,$0.00,$0.00,$26.00,$14.30,$14.30,$0.00,0,0,0,Sale,CashDrawer1,9789910191916,
2026-03-13,8:19 PM,205 days,9781957392202,A Kind of In-Between,"Burch, Aaron",Sale,21259,Used - Very Good,Fiction,Floor,Trade Paperback,Autofocus Books,Elijah Sparkman,,1,$8.00,$0.00,$0.00,$8.00,$4.00,$4.00,$0.00,1,1,0,Sale,CashDrawer1,9789910184680,
2026-03-13,8:19 PM,0 days,9780887487286,2008,"McCarty, Susan",Sale,21259,New,3x4 Notebook,Floor,Trade Paperback,Carnegie-Mellon University Press,University Press Chicago,,1,$26.00,$0.00,$0.00,$26.00,$14.30,$14.30,$0.00,0,0,0,Sale,CashDrawer1,9789910191916,
